,id_reserva,id_cliente,nombre,apellido,mail,competencia,fecha_reserva,inicio_estancia,final_estancia,id_hotel,nombre_hotel,valoración,ciudad,precio_noche
39,9202057b-976a-4e12-980e-d45cac1a2906,3810cb92-a4ee-474d-90d4-c9c9ea04d706,Salud,Rocha,salud.rocha@example.com,False,2025-02-12,2025-03-01,2025-03-02,3,Hotel Camino del Sol,4.0,Madrid,269.99844357976656
40,2af9827a-93df-4f5e-ac7d-bdda0c84ed31,a7fd5407-dcf1-477c-bda7-1da829bf2410,Úrsula,Font,úrsula.font@example.com,False,2025-02-09,2025-03-01,2025-03-02,9,Gran Hotel Madrid,5.0,Madrid,264.9671650485437
41,a099af97-fd17-4374-86fe-9aae15f39bff,2b2f76b9-64fe-41c1-b496-11362985e2b4,Sabas,Perea,sabas.perea@example.com,False,2025-02-06,2025-03-01,2025-03-02,9,Gran Hotel Madrid,1.0,Madrid,264.9671650485437
42,73b6396e-25dc-4516-9a8a-047fbdf14eb3,b73a5c5b-e670-4043-8805-bed444c758bc,Asunción,Sanmiguel,asunción.sanmiguel@example.com,False,2025-02-02,2025-03-01,2025-03-02,19,Hotel Maravilla Real,2.0,Madrid,284.4021186440678
43,7d8a031b-affa-4506-8a21-36e2e298da06,4a87093c-809c-4b52-b7d9-9db29c8451cb,Jafet,Baró,jafet.baró@example.com,False,2025-02-05,2025-03-01,2025-03-02,8,Hotel Las Estrellas,1.0,Madrid,271.7063529411765
44,4670b887-09ee-433b-afa1-556cbb1e930a,b27a7e23-739c-4ce1-80b9-d025644bff62,Adrián,Belda,adrián.belda@example.com,False,2025-02-09,2025-03-01,2025-03-02,10,Hotel Torre Dorada,2.0,Madrid,272.7331755424063
45,444992a6-ce95-43c1-bf32-b9ce3d754672,bcfe6394-cd8f-454c-bd6f-be2b01ec2f74,Benigno,Granados,benigno.granados@example.com,False,2025-02-01,2025-03-01,2025-03-02,13,Hotel Los Almendros,5.0,Madrid,273.7629755178908
46,55d863f5-efd2-47ee-b047-b786c056ccef,425b8a65-7ac1-4f65-8e27-b78f19558e03,Amílcar,Murillo,amílcar.murillo@example.com,False,2025-02-01,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,3.0,Madrid,272.4023353293413
47,458f6999-9db0-4430-88ad-b5d91cfd6ff4,9f4cde50-00a2-4078-a285-0a6acd3b4571,Jordán,Lopez,jordán.lopez@example.com,False,2025-02-09,2025-03-01,2025-03-02,4,Hotel Puerta del Cielo,4.0,Madrid,280.15124282982794
48,9631e12c-9835-45fe-a21a-6271086c3452,784cdafe-9a53-4aba-bc9d-4ab8d545e305,Sofía,Suárez,sofía.suárez@example.com,False,2025-02-03,2025-03-01,2025-03-02,10,Hotel Torre Dorada,1.0,Madrid,272.7331755424063
49,ebd89c70-66d4-41d1-b218-dc9113ce6ce6,ba4b7042-bfd6-4daa-b171-76880c9f667d,Ainara,Ramírez,ainara.ramírez@example.com,False,2025-02-03,2025-03-01,2025-03-02,17,Hotel Vista Alegre,3.0,Madrid,279.80214145383104
50,83b7096f-825e-4937-b0e2-4ec0391bc473,ac584f6a-c150-45ed-bc13-aa0f556d5e69,Segismundo,Solera,segismundo.solera@example.com,False,2025-02-11,2025-03-01,2025-03-02,3,Hotel Camino del Sol,3.0,Madrid,269.99844357976656
51,fc781901-7248-4af2-a828-9940d73e7cd9,6ceb7f7b-925c-47fe-91c4-a8023086a064,Luisa,Nicolau,luisa.nicolau@example.com,False,2025-02-10,2025-03-01,2025-03-02,3,Hotel Camino del Sol,3.0,Madrid,269.99844357976656
52,dcffa24b-86dc-4814-9b26-e1264d8c3f03,31fc7a92-b542-4a97-8e6e-fa78467fe2a3,César,Ibarra,césar.ibarra@example.com,False,2025-02-03,2025-03-01,2025-03-02,17,Hotel Vista Alegre,3.0,Madrid,279.80214145383104
53,16995b12-8790-4bb4-9e39-ad5eccbeb90d,67a56778-045f-4be8-9da4-9613db9888ab,Brunilda,Sanabria,brunilda.sanabria@example.com,False,2025-02-02,2025-03-01,2025-03-02,17,Hotel Vista Alegre,3.0,Madrid,279.80214145383104
54,1947713f-2d04-4f87-979d-47b803207fee,6ee47c11-1309-41a7-9be9-6a0aa70fbcb2,Gervasio,Lopez,gervasio.lopez@example.com,False,2025-02-06,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,3.0,Madrid,272.4023353293413
55,2e03c019-93d2-42ff-a9a4-9351952b3244,85003a7e-a051-4a85-9d0c-51b41a74be1b,Sandra,Benet,sandra.benet@example.com,False,2025-02-06,2025-03-01,2025-03-02,9,Gran Hotel Madrid,1.0,Madrid,264.9671650485437
56,1706822e-7d2e-4287-a953-1f039ae68551,98984750-b02d-49a3-860d-83c611bc1480,Calixta,Alcolea,calixta.alcolea@example.com,False,2025-02-12,2025-03-01,2025-03-02,17,Hotel Vista Alegre,3.0,Madrid,279.80214145383104
57,692a26ac-4f64-4e7d-aeb9-3c0ab9225d8d,b4ec2515-0daa-466a-a6fe-ea94d90aa87c,Ángeles,Guzmán,ángeles.guzmán@example.com,False,2025-02-02,2025-03-01,2025-03-02,13,Hotel Los Almendros,5.0,Madrid,273.7629755178908
58,509d1ab0-6acc-4c42-b352-4d8e86dfa96d,c423d93f-7bc4-42bd-b314-0c6a80936e4f,Salvador,Barral,salvador.barral@example.com,False,2025-02-02,2025-03-01,2025-03-02,2,Hotel Brisas del Mar,5.0,Madrid,275.2259210526316
59,02fd1dcf-b5ef-4efc-9e02-0f7ba1d641b6,571e7aef-5fd3-476a-85b9-42d3455cc434,Abilio,Portero,abilio.portero@example.com,False,2025-02-04,2025-03-01,2025-03-02,4,Hotel Puerta del Cielo,3.0,Madrid,280.15124282982794
60,ca9bfa6c-1449-4239-9595-779c090af54b,4dd03303-b840-42e2-a4c3-621b1ac4be7d,Josefina,Torrecilla,josefina.torrecilla@example.com,False,2025-02-02,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,2.0,Madrid,272.4023353293413
61,5a5dd3f5-d360-4242-a827-2729e9d0fd61,f28c33b5-f195-425c-903c-6fc69065bab4,Manu,Gelabert,manu.gelabert@example.com,False,2025-02-12,2025-03-01,2025-03-02,13,Hotel Los Almendros,5.0,Madrid,273.7629755178908
62,b7055550-984b-48e4-83f6-637b7f4dd78c,1faaf8c2-c2da-498a-a643-d80484920d2b,Cruz,Barrera,cruz.barrera@example.com,False,2025-02-09,2025-03-01,2025-03-02,8,Hotel Las Estrellas,4.0,Madrid,271.7063529411765
63,013e4092-d233-4c2f-a772-9e66270e30a4,dee7b35a-4f67-435d-a749-28c793c80dd9,Joel,Quintanilla,joel.quintanilla@example.com,False,2025-02-02,2025-03-01,2025-03-02,6,Palacio del Sol,4.0,Madrid,282.4921499013806
64,286afb47-7932-4250-987a-688b472b5344,eddb6dc3-82bf-42e8-936a-e57e4dde2e41,Aníbal,Bilbao,aníbal.bilbao@example.com,False,2025-02-06,2025-03-01,2025-03-02,11,Hotel Palacio Imperial,3.0,Madrid,272.24151515151516
65,d76d1cf2-0f78-4463-8fa8-51fe47c6c5ab,181ee4d9-978b-4800-9e69-2664a543ce68,Juan Carlos,Fuente,juan carlos.fuente@example.com,False,2025-02-09,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,4.0,Madrid,272.4023353293413
66,6de8b910-ab44-4a14-8369-f2723da145ed,3c95779e-bcb0-4bd3-890d-7ae02c944f6a,Ignacio,Velasco,ignacio.velasco@example.com,False,2025-02-04,2025-03-01,2025-03-02,14,Hotel Sol y Luna,1.0,Madrid,267.93135869565214
67,f302dfc4-bdf4-40f0-b08c-6821d3044e5f,e9629ff5-2cda-4339-a6ed-dc087080642d,Paco,Bayona,paco.bayona@example.com,False,2025-02-11,2025-03-01,2025-03-02,15,Hotel Mirador Real,1.0,Madrid,273.2852741020794
68,6741430e-762d-4548-9616-fc40362e0447,6a1aea2d-c6b7-4736-843a-c78e84b96a92,Rafael,López,rafael.lópez@example.com,False,2025-02-02,2025-03-01,2025-03-02,1,Hotel Monte Verde,4.0,Madrid,276.61238095238093
69,dd64cf88-9b1f-42ec-9340-39806f5bd744,83d0c4fa-f0cd-4e6d-a612-1f23f586e476,Perla,Mate,perla.mate@example.com,False,2025-02-08,2025-03-01,2025-03-02,10,Hotel Torre Dorada,2.0,Madrid,272.7331755424063
70,d7978bb9-da0f-468c-977f-2062c1262a8c,a4a3ba0a-a37e-4239-af37-f2abe68f4962,Olga,Marí,olga.marí@example.com,False,2025-02-12,2025-03-01,2025-03-02,3,Hotel Camino del Sol,2.0,Madrid,269.99844357976656
71,49788f88-6522-4400-96c5-12757260aaeb,40eabaef-42b5-41dd-85b3-3807f02e1c81,Cristóbal,Cañizares,cristóbal.cañizares@example.com,False,2025-02-04,2025-03-01,2025-03-02,1,Hotel Monte Verde,5.0,Madrid,276.61238095238093
72,2cb6159f-ce6f-4c76-ad5c-fb471135b3b5,2885f7fe-ebc5-4263-9ed5-57843094bd3b,Humberto,Novoa,humberto.novoa@example.com,False,2025-02-03,2025-03-01,2025-03-02,1,Hotel Monte Verde,4.0,Madrid,276.61238095238093
73,24bce2d2-a496-4d15-aa24-8796f173f0c7,e13ac13a-2b7f-4fb6-a98f-5cd417859a23,Fabiana,Laguna,fabiana.laguna@example.com,False,2025-02-07,2025-03-01,2025-03-02,13,Hotel Los Almendros,4.0,Madrid,273.7629755178908
74,fe3a68d9-f2ea-4af4-9512-5d890ed26aa2,edd27e59-3455-4923-800a-1e8fc7128346,Teo,Lloret,teo.lloret@example.com,False,2025-02-01,2025-03-01,2025-03-02,3,Hotel Camino del Sol,1.0,Madrid,269.99844357976656
75,05d40d78-a173-4044-9c72-ae9c2d8548d6,2695a7a2-aa26-4f0b-84e6-cc3fc3d3ebe5,Nazario,Castrillo,nazario.castrillo@example.com,False,2025-02-08,2025-03-01,2025-03-02,10,Hotel Torre Dorada,5.0,Madrid,272.7331755424063
76,1696721f-a366-492c-8e7e-ce2bbd11e0b2,4e0c1e75-cb4e-4afb-afc1-9271391c11ae,Juan Francisco,Cuéllar,juan francisco.cuéllar@example.com,False,2025-02-09,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,5.0,Madrid,272.4023353293413
77,a5ad5040-06cf-47ca-9960-553a91600ce7,6de8b22d-cf5f-4226-b034-a5e8be23dc2a,Jessica,Company,jessica.company@example.com,False,2025-02-07,2025-03-01,2025-03-02,1,Hotel Monte Verde,1.0,Madrid,276.61238095238093
78,241e331b-007f-48d2-a184-7164c13d1cda,4215d350-0612-4f89-beae-bc53589da297,Eusebio,Ropero,eusebio.ropero@example.com,False,2025-02-02,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,2.0,Madrid,272.4023353293413
79,3fad3c2e-e8aa-437b-8c61-53c7e4b912b1,ea96ad27-d7c5-4c38-92aa-f355d0464ba6,Mario,Pastor,mario.pastor@example.com,False,2025-02-11,2025-03-01,2025-03-02,5,Hotel Encanto Real,4.0,Madrid,278.24399606299215
80,6a8b8b3d-bbde-4cb9-b9d4-68029065564c,87e05fec-b2a6-49a4-996a-9aa0e97d8d42,Paulino,Ramos,paulino.ramos@example.com,False,2025-02-12,2025-03-01,2025-03-02,17,Hotel Vista Alegre,1.0,Madrid,279.80214145383104
81,9a69e4c1-f738-47a9-8d37-98c04675c506,8100689d-b152-45b6-8b65-d5819765fca1,Jordi,Cámara,jordi.cámara@example.com,False,2025-02-12,2025-03-01,2025-03-02,18,Hotel Costa Azul,2.0,Madrid,284.282962962963
82,2c74f8b9-05a8-4d01-95f7-63ce3ed5671f,2df5fdf0-7056-4a37-90b1-8873c767b725,Amador,Escobar,amador.escobar@example.com,False,2025-02-09,2025-03-01,2025-03-02,6,Palacio del Sol,4.0,Madrid,282.4921499013806
83,77204866-fdb5-45b7-94db-51140a40b06e,c539a7cd-fe8a-435b-8f03-e55e558f9bc8,Nazaret,Requena,nazaret.requena@example.com,False,2025-02-10,2025-03-01,2025-03-02,3,Hotel Camino del Sol,5.0,Madrid,269.99844357976656
84,5e9e808f-a53e-4255-9fc3-a4564be2063d,8452bf0e-0166-41fc-a704-4099ce234cc8,Otilia,Goñi,otilia.goñi@example.com,False,2025-02-03,2025-03-01,2025-03-02,16,Hotel Rincón Sereno,4.0,Madrid,277.31882352941176
85,84902ee1-c371-4fb4-ad4e-bc8d6de33f45,52eda674-d32c-456d-b2c3-6e391faeaa60,Georgina,Ferrando,georgina.ferrando@example.com,False,2025-02-05,2025-03-01,2025-03-02,15,Hotel Mirador Real,5.0,Madrid,273.2852741020794
86,904651ef-0e30-4880-ad20-6bb392a80aaa,501186f3-7d6b-42c9-96bc-61df34f7e5bd,León,Baños,león.baños@example.com,False,2025-02-12,2025-03-01,2025-03-02,5,Hotel Encanto Real,3.0,Madrid,278.24399606299215
87,92cdbb3d-7db3-4c60-b520-52107dc3cf18,1d3d3067-e29e-416b-9ac9-5d27d6586a72,León,Ortega,león.ortega@example.com,False,2025-02-08,2025-03-01,2025-03-02,3,Hotel Camino del Sol,1.0,Madrid,269.99844357976656
88,1f822ddd-d04f-4cd4-8ac1-8c6c06583102,49330c0a-b7e2-4339-8903-5e8afed028e8,Salomón,Muñoz,salomón.muñoz@example.com,False,2025-02-12,2025-03-01,2025-03-02,17,Hotel Vista Alegre,2.0,Madrid,279.80214145383104
89,ce727457-b05d-4d48-b5e5-002a1a7274a8,c823128b-9b8f-4e04-bfa5-10304c645a0e,David,Julián,david.julián@example.com,False,2025-02-03,2025-03-01,2025-03-02,11,Hotel Palacio Imperial,4.0,Madrid,272.24151515151516
90,be8685ea-5cc1-4983-bfe8-ccdf5170642e,14951fae-38d1-4d1d-88f9-a114507cac47,Corona,Falcón,corona.falcón@example.com,False,2025-02-04,2025-03-01,2025-03-02,2,Hotel Brisas del Mar,3.0,Madrid,275.2259210526316
91,1fd11394-7e1e-482b-8c16-8cb598f41e16,1fc3a166-a63d-4c77-8de5-90c7b81fa46b,Marcelo,Vendrell,marcelo.vendrell@example.com,False,2025-02-04,2025-03-01,2025-03-02,15,Hotel Mirador Real,4.0,Madrid,273.2852741020794
92,7078d68a-f0a9-4e31-bde8-25b5247a1f38,1c9ecb40-63bd-4da2-aa3a-a807f67685b3,Sebastian,Morera,sebastian.morera@example.com,False,2025-02-05,2025-03-01,2025-03-02,12,Hotel Luz de Madrid,2.0,Madrid,269.9356074766355
93,a0d92562-1485-4306-9dfb-a0078b2d0563,6a8cd4e0-2665-4937-bcae-9e3577bdb2e7,Manolo,Castejón,manolo.castejón@example.com,False,2025-02-03,2025-03-01,2025-03-02,3,Hotel Camino del Sol,1.0,Madrid,269.99844357976656
94,ce0aa969-ffa5-4e65-8eee-fcdeef2505f4,5646ef21-72aa-4277-a7d4-34bf8f69cb9d,Graciana,Pinilla,graciana.pinilla@example.com,False,2025-02-09,2025-03-01,2025-03-02,14,Hotel Sol y Luna,1.0,Madrid,267.93135869565214
95,790cd2e1-ce99-4131-9c7d-73f3534dea93,c71c53e2-c72b-4214-8964-b9af42e88b1a,Vanesa,Dávila,vanesa.dávila@example.com,False,2025-02-08,2025-03-01,2025-03-02,8,Hotel Las Estrellas,1.0,Madrid,271.7063529411765
96,18eff31c-cd63-4c05-a3f1-a0b05998018e,4200840f-d7c8-463d-addd-73ca060c9448,Marcial,Ramis,marcial.ramis@example.com,False,2025-02-07,2025-03-01,2025-03-02,1,Hotel Monte Verde,3.0,Madrid,276.61238095238093
97,edfdc0ed-e580-4373-9317-f56cd55f8ef9,95a60c70-ecc4-45ed-8e1b-dd976eb197af,Aarón,Mateu,aarón.mateu@example.com,False,2025-02-04,2025-03-01,2025-03-02,13,Hotel Los Almendros,3.0,Madrid,273.7629755178908
98,99d760d9-b9a0-4c9d-9e6d-d706238a743a,be70c216-ccd7-4d82-a1bc-de39ad855911,Tito,Montserrat,tito.montserrat@example.com,False,2025-02-06,2025-03-01,2025-03-02,3,Hotel Camino del Sol,1.0,Madrid,269.99844357976656
99,737db8d2-ef89-4a22-850f-5140b2cc1e9b,bff86a44-f7aa-42f3-ac3a-296ac73e83f8,Vasco,García,vasco.garcía@example.com,False,2025-02-07,2025-03-01,2025-03-02,5,Hotel Encanto Real,1.0,Madrid,278.24399606299215
100,eeea3e90-5d2e-4388-a71c-23f539a47218,74c75b7a-0a3a-4c23-99e1-e8a213962d91,Nadia,Doménech,nadia.doménech@example.com,False,2025-02-08,2025-03-01,2025-03-02,14,Hotel Sol y Luna,5.0,Madrid,267.93135869565214
101,49f515de-4edd-4cbd-909a-7c4f53d16da6,beecf16c-cd3c-4570-8902-13b36fbd2a2b,Loreto,Villalba,loreto.villalba@example.com,False,2025-02-08,2025-03-01,2025-03-02,6,Palacio del Sol,5.0,Madrid,282.4921499013806
102,3cc3f204-5347-4617-869f-cd1983b30c65,e5668cc7-4a27-4575-87eb-6134e9efd18d,Estefanía,Naranjo,estefanía.naranjo@example.com,False,2025-02-02,2025-03-01,2025-03-02,2,Hotel Brisas del Mar,2.0,Madrid,275.2259210526316
103,71d78fbd-4cbe-466f-b928-908ea21d416c,17461106-de45-497f-a0a8-66179101293a,Arturo,Hierro,arturo.hierro@example.com,False,2025-02-12,2025-03-01,2025-03-02,14,Hotel Sol y Luna,3.0,Madrid,267.93135869565214
